"Town/County","FIPS","Year","NAICS Code","Industry Name","Rank","Measure Type","Variable","Value"
"Brooklyn","0901509190",2014,"23","Construction",-1,"Number","Number of Employers",10
"Brooklyn","0901509190",2014,"31-33","Manufacturing",-1,"Number","Annual Average Employment",14.5
"Brooklyn","0901509190",2014,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",32219.38
"Brooklyn","0901509190",2014,"31-33","Manufacturing",-1,"Number","Number of Employers",4
"Brooklyn","0901509190",2014,"44-45","Retail Trade",-1,"Number","Annual Average Employment",488.25
"Brooklyn","0901509190",2014,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",27938.63
"Brooklyn","0901509190",2014,"44-45","Retail Trade",-1,"Number","Number of Employers",28
"Brooklyn","0901509190",2014,"","Total - All Industries",-1,"Number","Annual Average Employment",1760.83
"Brooklyn","0901509190",2014,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",33384.85
"Brooklyn","0901509190",2014,"","Total - All Industries",-1,"Number","Number of Employers",147
"Brooklyn","0901509190",2014,"","Total Government",-1,"Number","Annual Average Employment",367
"Brooklyn","0901509190",2014,"","Total Government",-1,"US Dollars","Annual Average Wage",54824.85
"Brooklyn","0901509190",2014,"","Total Government",-1,"Number","Number of Employers",12
"Brooklyn","0901509190",2014,"62","Health Care and Social Assistance",1,"Number","Annual Average Employment",340.92
"Brooklyn","0901509190",2014,"62","Health Care and Social Assistance",1,"US Dollars","Annual Average Wage",26562.28
"Brooklyn","0901509190",2014,"62","Health Care and Social Assistance",1,"Number","Number of Employers",13
"Brooklyn","0901509190",2014,"","Local/Municipal Government",2,"Number","Annual Average Employment",219
"Brooklyn","0901509190",2014,"","Local/Municipal Government",2,"US Dollars","Annual Average Wage",45155.71
"Brooklyn","0901509190",2014,"","Local/Municipal Government",2,"Number","Number of Employers",7
"Brooklyn","0901509190",2014,"72","Accommodation and Food Services",3,"Number","Annual Average Employment",189.75
"Brooklyn","0901509190",2014,"72","Accommodation and Food Services",3,"US Dollars","Annual Average Wage",13441.36
"Brooklyn","0901509190",2014,"72","Accommodation and Food Services",3,"Number","Number of Employers",15
"Brooklyn","0901509190",2015,"23","Construction",-1,"Number","Annual Average Employment",44.67
"Brooklyn","0901509190",2015,"23","Construction",-1,"US Dollars","Annual Average Wage",42652.88
"Brooklyn","0901509190",2015,"23","Construction",-1,"Number","Number of Employers",11
"Brooklyn","0901509190",2015,"31-33","Manufacturing",-1,"Number","Annual Average Employment",13.83
"Brooklyn","0901509190",2015,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",41129.57
"Brooklyn","0901509190",2015,"31-33","Manufacturing",-1,"Number","Number of Employers",6
"Brooklyn","0901509190",2015,"44-45","Retail Trade",-1,"Number","Annual Average Employment",503
"Brooklyn","0901509190",2015,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",31436.08
"Brooklyn","0901509190",2015,"44-45","Retail Trade",-1,"Number","Number of Employers",27
"Brooklyn","0901509190",2015,"","Total - All Industries",-1,"Number","Annual Average Employment",1774
"Brooklyn","0901509190",2015,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",35325.83
"Brooklyn","0901509190",2015,"","Total - All Industries",-1,"Number","Number of Employers",159
"Brooklyn","0901509190",2015,"","Total Government",-1,"Number","Annual Average Employment",366.08
"Brooklyn","0901509190",2015,"","Total Government",-1,"US Dollars","Annual Average Wage",54923.31
"Brooklyn","0901509190",2015,"","Total Government",-1,"Number","Number of Employers",12
"Brooklyn","0901509190",2015,"62","Health Care and Social Assistance",1,"Number","Annual Average Employment",337
"Brooklyn","0901509190",2015,"62","Health Care and Social Assistance",1,"US Dollars","Annual Average Wage",26721.85
"Brooklyn","0901509190",2015,"62","Health Care and Social Assistance",1,"Number","Number of Employers",15
"Brooklyn","0901509190",2015,"","Local/Municipal Government",2,"Number","Annual Average Employment",219.83
"Brooklyn","0901509190",2015,"","Local/Municipal Government",2,"US Dollars","Annual Average Wage",42511.81
"Brooklyn","0901509190",2015,"","Local/Municipal Government",2,"Number","Number of Employers",7
"Brooklyn","0901509190",2015,"72","Accommodation and Food Services",3,"Number","Annual Average Employment",177.92
"Brooklyn","0901509190",2015,"72","Accommodation and Food Services",3,"US Dollars","Annual Average Wage",14559.89
"Brooklyn","0901509190",2015,"72","Accommodation and Food Services",3,"Number","Number of Employers",14
"Brooklyn","0901509190",2016,"23","Construction",-1,"Number","Annual Average Employment",60.08
"Brooklyn","0901509190",2016,"23","Construction",-1,"US Dollars","Annual Average Wage",41977.15
"Brooklyn","0901509190",2016,"23","Construction",-1,"Number","Number of Employers",12
"Brooklyn","0901509190",2016,"31-33","Manufacturing",-1,"Number","Annual Average Employment",14.5
"Brooklyn","0901509190",2016,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",39322.76
"Brooklyn","0901509190",2016,"31-33","Manufacturing",-1,"Number","Number of Employers",6
"Brooklyn","0901509190",2016,"44-45","Retail Trade",-1,"Number","Annual Average Employment",523.25
"Brooklyn","0901509190",2016,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",28657.27
"Brooklyn","0901509190",2016,"44-45","Retail Trade",-1,"Number","Number of Employers",26
"Brooklyn","0901509190",2016,"","Total - All Industries",-1,"Number","Annual Average Employment",1842.33
"Brooklyn","0901509190",2016,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",34984.77
"Brooklyn","0901509190",2016,"","Total - All Industries",-1,"Number","Number of Employers",163
"Brooklyn","0901509190",2016,"","Total Government",-1,"Number","Annual Average Employment",362.17
"Brooklyn","0901509190",2016,"","Total Government",-1,"US Dollars","Annual Average Wage",55875.54
"Brooklyn","0901509190",2016,"","Total Government",-1,"Number","Number of Employers",11
"Brooklyn","0901509190",2016,"62","Health Care and Social Assistance",1,"Number","Annual Average Employment",316.92
"Brooklyn","0901509190",2016,"62","Health Care and Social Assistance",1,"US Dollars","Annual Average Wage",27499.1
"Brooklyn","0901509190",2016,"62","Health Care and Social Assistance",1,"Number","Number of Employers",14
"Brooklyn","0901509190",2016,"","Local/Municipal Government",2,"Number","Annual Average Employment",214.92
"Brooklyn","0901509190",2016,"","Local/Municipal Government",2,"US Dollars","Annual Average Wage",47116
"Brooklyn","0901509190",2016,"","Local/Municipal Government",2,"Number","Number of Employers",6
"Brooklyn","0901509190",2016,"72","Accommodation and Food Services",3,"Number","Annual Average Employment",211.75
"Brooklyn","0901509190",2016,"72","Accommodation and Food Services",3,"US Dollars","Annual Average Wage",15517.92
"Brooklyn","0901509190",2016,"72","Accommodation and Food Services",3,"Number","Number of Employers",15
"Brooklyn","0901509190",2017,"23","Construction",-1,"Number","Annual Average Employment",44.67
"Brooklyn","0901509190",2017,"23","Construction",-1,"US Dollars","Annual Average Wage",33987.63
"Brooklyn","0901509190",2017,"23","Construction",-1,"Number","Number of Employers",12
"Brooklyn","0901509190",2017,"31-33","Manufacturing",-1,"Number","Annual Average Employment",12.58
"Brooklyn","0901509190",2017,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",39433.11
"Brooklyn","0901509190",2017,"31-33","Manufacturing",-1,"Number","Number of Employers",6
"Brooklyn","0901509190",2017,"44-45","Retail Trade",-1,"Number","Annual Average Employment",503.5
"Brooklyn","0901509190",2017,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",29634.44
"Brooklyn","0901509190",2017,"44-45","Retail Trade",-1,"Number","Number of Employers",26
"Brooklyn","0901509190",2017,"","Total - All Industries",-1,"Number","Annual Average Employment",1791.08
"Brooklyn","0901509190",2017,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",35106.94
"Brooklyn","0901509190",2017,"","Total - All Industries",-1,"Number","Number of Employers",169
"Brooklyn","0901509190",2017,"","Total Government",-1,"Number","Annual Average Employment",349
"Brooklyn","0901509190",2017,"","Total Government",-1,"US Dollars","Annual Average Wage",54713.41
"Brooklyn","0901509190",2017,"","Total Government",-1,"Number","Number of Employers",10
"Brooklyn","0901509190",2017,"62","Health Care and Social Assistance",1,"Number","Annual Average Employment",292.58
"Brooklyn","0901509190",2017,"62","Health Care and Social Assistance",1,"US Dollars","Annual Average Wage",27121.3
"Brooklyn","0901509190",2017,"62","Health Care and Social Assistance",1,"Number","Number of Employers",12
"Brooklyn","0901509190",2017,"72","Accommodation and Food Services",2,"Number","Annual Average Employment",214.83
"Brooklyn","0901509190",2017,"72","Accommodation and Food Services",2,"US Dollars","Annual Average Wage",17412.78
"Brooklyn","0901509190",2017,"72","Accommodation and Food Services",2,"Number","Number of Employers",16
"Brooklyn","0901509190",2017,"","Local/Municipal Government",3,"Number","Annual Average Employment",208.58
"Brooklyn","0901509190",2017,"","Local/Municipal Government",3,"US Dollars","Annual Average Wage",45453.91
"Brooklyn","0901509190",2017,"","Local/Municipal Government",3,"Number","Number of Employers",5
"Brooklyn","0901509190",2018,"23","Construction",-1,"Number","Annual Average Employment",56.33
"Brooklyn","0901509190",2018,"23","Construction",-1,"US Dollars","Annual Average Wage",51619.12
"Brooklyn","0901509190",2018,"23","Construction",-1,"Number","Number of Employers",10
"Brooklyn","0901509190",2018,"31-33","Manufacturing",-1,"Number","Annual Average Employment",15
"Brooklyn","0901509190",2018,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",26599.93
"Brooklyn","0901509190",2018,"31-33","Manufacturing",-1,"Number","Number of Employers",6
"Brooklyn","0901509190",2018,"44-45","Retail Trade",-1,"Number","Annual Average Employment",494.5
"Brooklyn","0901509190",2018,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",31421.77
"Brooklyn","0901509190",2018,"44-45","Retail Trade",-1,"Number","Number of Employers",26
"Brooklyn","0901509190",2018,"","Total - All Industries",-1,"Number","Annual Average Employment",1730.92
"Brooklyn","0901509190",2018,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",38218.01
"Brooklyn","0901509190",2018,"","Total - All Industries",-1,"Number","Number of Employers",170
"Brooklyn","0901509190",2018,"","Total Government",-1,"Number","Annual Average Employment",352.83
"Brooklyn","0901509190",2018,"","Total Government",-1,"US Dollars","Annual Average Wage",57121.92
"Brooklyn","0901509190",2018,"","Total Government",-1,"Number","Number of Employers",10
"Brooklyn","0901509190",2018,"62","Health Care and Social Assistance",1,"Number","Annual Average Employment",224.92
"Brooklyn","0901509190",2018,"62","Health Care and Social Assistance",1,"US Dollars","Annual Average Wage",32107.74
"Brooklyn","0901509190",2018,"62","Health Care and Social Assistance",1,"Number","Number of Employers",14
"Brooklyn","0901509190",2018,"","Local/Municipal Government",2,"Number","Annual Average Employment",207.33
"Brooklyn","0901509190",2018,"","Local/Municipal Government",2,"US Dollars","Annual Average Wage",47252.71
"Brooklyn","0901509190",2018,"","Local/Municipal Government",2,"Number","Number of Employers",5
"Brooklyn","0901509190",2018,"72","Accommodation and Food Services",3,"Number","Annual Average Employment",197.25
"Brooklyn","0901509190",2018,"72","Accommodation and Food Services",3,"US Dollars","Annual Average Wage",16349.02
"Brooklyn","0901509190",2018,"72","Accommodation and Food Services",3,"Number","Number of Employers",15
"Burlington","0900310100",2014,"23","Construction",-1,"Number","Annual Average Employment",97.25
"Burlington","0900310100",2014,"23","Construction",-1,"US Dollars","Annual Average Wage",44525.35
"Burlington","0900310100",2014,"23","Construction",-1,"Number","Number of Employers",38
"Burlington","0900310100",2014,"31-33","Manufacturing",-1,"Number","Annual Average Employment",41.5
"Burlington","0900310100",2014,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",51680.1
"Burlington","0900310100",2014,"31-33","Manufacturing",-1,"Number","Number of Employers",5
"Burlington","0900310100",2014,"44-45","Retail Trade",-1,"Number","Annual Average Employment",44.08
"Burlington","0900310100",2014,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",23108.96
"Burlington","0900310100",2014,"44-45","Retail Trade",-1,"Number","Number of Employers",10
"Burlington","0900310100",2014,"","Total - All Industries",-1,"Number","Annual Average Employment",903.92
"Burlington","0900310100",2014,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",46380.9
"Burlington","0900310100",2014,"","Total - All Industries",-1,"Number","Number of Employers",171
"Burlington","0900310100",2014,"","Total Government",-1,"Number","Annual Average Employment",472.83
"Burlington","0900310100",2014,"","Total Government",-1,"US Dollars","Annual Average Wage",50754.65
"Burlington","0900310100",2014,"","Total Government",-1,"Number","Number of Employers",13
"Burlington","0900310100",2014,"","Local/Municipal Government",1,"Number","Annual Average Employment",449.42
"Burlington","0900310100",2014,"","Local/Municipal Government",1,"US Dollars","Annual Average Wage",50693.76
"Burlington","0900310100",2014,"","Local/Municipal Government",1,"Number","Number of Employers",12
"Burlington","0900310100",2014,"72","Accommodation and Food Services",2,"Number","Annual Average Employment",61.5
"Burlington","0900310100",2014,"72","Accommodation and Food Services",2,"US Dollars","Annual Average Wage",12944.98
"Burlington","0900310100",2014,"72","Accommodation and Food Services",2,"Number","Number of Employers",7
"Burlington","0900310100",2014,"62","Health Care and Social Assistance",3,"Number","Annual Average Employment",44
"Burlington","0900310100",2014,"62","Health Care and Social Assistance",3,"US Dollars","Annual Average Wage",26073.68
"Burlington","0900310100",2014,"62","Health Care and Social Assistance",3,"Number","Number of Employers",6
"Burlington","0900310100",2015,"23","Construction",-1,"Number","Annual Average Employment",96.75
"Burlington","0900310100",2015,"23","Construction",-1,"US Dollars","Annual Average Wage",49089.18
"Burlington","0900310100",2015,"23","Construction",-1,"Number","Number of Employers",38
"Burlington","0900310100",2015,"31-33","Manufacturing",-1,"Number","Annual Average Employment",-9999
"Burlington","0900310100",2015,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",-9999
"Burlington","0900310100",2015,"31-33","Manufacturing",-1,"Number","Number of Employers",-9999
"Burlington","0900310100",2015,"44-45","Retail Trade",-1,"Number","Annual Average Employment",44.67
"Burlington","0900310100",2015,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",25364.46
"Burlington","0900310100",2015,"44-45","Retail Trade",-1,"Number","Number of Employers",10
"Burlington","0900310100",2015,"","Total - All Industries",-1,"Number","Annual Average Employment",908.67
"Burlington","0900310100",2015,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",48153.28
"Burlington","0900310100",2015,"","Total - All Industries",-1,"Number","Number of Employers",174
"Burlington","0900310100",2015,"","Total Government",-1,"Number","Annual Average Employment",460.17
"Burlington","0900310100",2015,"","Total Government",-1,"US Dollars","Annual Average Wage",50066.07
"Burlington","0900310100",2015,"","Total Government",-1,"Number","Number of Employers",13
"Burlington","0900310100",2015,"","Local/Municipal Government",1,"Number","Annual Average Employment",436.33
"Burlington","0900310100",2015,"","Local/Municipal Government",1,"US Dollars","Annual Average Wage",49964.27
"Burlington","0900310100",2015,"","Local/Municipal Government",1,"Number","Number of Employers",12
"Burlington","0900310100",2015,"72","Accommodation and Food Services",2,"Number","Annual Average Employment",59
"Burlington","0900310100",2015,"72","Accommodation and Food Services",2,"US Dollars","Annual Average Wage",12857.41
"Burlington","0900310100",2015,"72","Accommodation and Food Services",2,"Number","Number of Employers",6
"Burlington","0900310100",2015,"42","Wholesale Trade",3,"Number","Annual Average Employment",50.17
"Burlington","0900310100",2015,"42","Wholesale Trade",3,"US Dollars","Annual Average Wage",115434.22
"Burlington","0900310100",2015,"42","Wholesale Trade",3,"Number","Number of Employers",29
"Burlington","0900310100",2016,"23","Construction",-1,"Number","Annual Average Employment",89.75
"Burlington","0900310100",2016,"23","Construction",-1,"US Dollars","Annual Average Wage",50354.54
"Burlington","0900310100",2016,"23","Construction",-1,"Number","Number of Employers",37
"Burlington","0900310100",2016,"31-33","Manufacturing",-1,"Number","Annual Average Employment",-9999
"Burlington","0900310100",2016,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",-9999
"Burlington","0900310100",2016,"31-33","Manufacturing",-1,"Number","Number of Employers",-9999
"Burlington","0900310100",2016,"44-45","Retail Trade",-1,"Number","Annual Average Employment",47.75
"Burlington","0900310100",2016,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",25477.84
"Burlington","0900310100",2016,"44-45","Retail Trade",-1,"Number","Number of Employers",11
"Burlington","0900310100",2016,"","Total - All Industries",-1,"Number","Annual Average Employment",883.92
"Burlington","0900310100",2016,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",49239.93
"Burlington","0900310100",2016,"","Total - All Industries",-1,"Number","Number of Employers",178
"Burlington","0900310100",2016,"","Total Government",-1,"Number","Annual Average Employment",450.92
"Burlington","0900310100",2016,"","Total Government",-1,"US Dollars","Annual Average Wage",53445.38
"Burlington","0900310100",2016,"","Total Government",-1,"Number","Number of Employers",13
"Burlington","0900310100",2016,"","Local/Municipal Government",1,"Number","Annual Average Employment",430.17
"Burlington","0900310100",2016,"","Local/Municipal Government",1,"US Dollars","Annual Average Wage",53435.08
"Burlington","0900310100",2016,"","Local/Municipal Government",1,"Number","Number of Employers",12
"Burlington","0900310100",2016,"72","Accommodation and Food Services",2,"Number","Annual Average Employment",63.33
"Burlington","0900310100",2016,"72","Accommodation and Food Services",2,"US Dollars","Annual Average Wage",15400.88
"Burlington","0900310100",2016,"72","Accommodation and Food Services",2,"Number","Number of Employers",6
"Burlington","0900310100",2016,"62","Health Care and Social Assistance",3,"Number","Annual Average Employment",50.5
"Burlington","0900310100",2016,"62","Health Care and Social Assistance",3,"US Dollars","Annual Average Wage",27247.27
"Burlington","0900310100",2016,"62","Health Care and Social Assistance",3,"Number","Number of Employers",7
"Burlington","0900310100",2017,"23","Construction",-1,"Number","Annual Average Employment",93.58
"Burlington","0900310100",2017,"23","Construction",-1,"US Dollars","Annual Average Wage",53062.7
"Burlington","0900310100",2017,"23","Construction",-1,"Number","Number of Employers",36
"Burlington","0900310100",2017,"31-33","Manufacturing",-1,"Number","Annual Average Employment",-9999
"Burlington","0900310100",2017,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",-9999
"Burlington","0900310100",2017,"31-33","Manufacturing",-1,"Number","Number of Employers",-9999
"Burlington","0900310100",2017,"44-45","Retail Trade",-1,"Number","Annual Average Employment",47.83
"Burlington","0900310100",2017,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",26241.47
"Burlington","0900310100",2017,"44-45","Retail Trade",-1,"Number","Number of Employers",9
"Burlington","0900310100",2017,"","Total - All Industries",-1,"Number","Annual Average Employment",908.67
"Burlington","0900310100",2017,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",51476.11
"Burlington","0900310100",2017,"","Total - All Industries",-1,"Number","Number of Employers",189
"Burlington","0900310100",2017,"","Total Government",-1,"Number","Annual Average Employment",445
"Burlington","0900310100",2017,"","Total Government",-1,"US Dollars","Annual Average Wage",53423.89
"Burlington","0900310100",2017,"","Total Government",-1,"Number","Number of Employers",12
"Burlington","0900310100",2017,"","Local/Municipal Government",1,"Number","Annual Average Employment",431.75
"Burlington","0900310100",2017,"","Local/Municipal Government",1,"US Dollars","Annual Average Wage",53415.63
"Burlington","0900310100",2017,"","Local/Municipal Government",1,"Number","Number of Employers",11
"Burlington","0900310100",2017,"72","Accommodation and Food Services",2,"Number","Annual Average Employment",72.5
"Burlington","0900310100",2017,"72","Accommodation and Food Services",2,"US Dollars","Annual Average Wage",17519.66
"Burlington","0900310100",2017,"72","Accommodation and Food Services",2,"Number","Number of Employers",8
"Burlington","0900310100",2017,"42","Wholesale Trade",3,"Number","Annual Average Employment",40.92
"Burlington","0900310100",2017,"42","Wholesale Trade",3,"US Dollars","Annual Average Wage",116700.2
"Burlington","0900310100",2017,"42","Wholesale Trade",3,"Number","Number of Employers",30
"Burlington","0900310100",2018,"23","Construction",-1,"Number","Annual Average Employment",87.75
"Burlington","0900310100",2018,"23","Construction",-1,"US Dollars","Annual Average Wage",52637.71
"Burlington","0900310100",2018,"23","Construction",-1,"Number","Number of Employers",34
"Burlington","0900310100",2018,"31-33","Manufacturing",-1,"Number","Annual Average Employment",-9999
"Burlington","0900310100",2018,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",-9999
"Burlington","0900310100",2018,"31-33","Manufacturing",-1,"Number","Number of Employers",-9999
"Burlington","0900310100",2018,"44-45","Retail Trade",-1,"Number","Annual Average Employment",45.25
"Burlington","0900310100",2018,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",27890.25
"Burlington","0900310100",2018,"44-45","Retail Trade",-1,"Number","Number of Employers",9
"Burlington","0900310100",2018,"","Total - All Industries",-1,"Number","Annual Average Employment",963.83
"Burlington","0900310100",2018,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",50711.78
"Burlington","0900310100",2018,"","Total - All Industries",-1,"Number","Number of Employers",188
"Burlington","0900310100",2018,"","Total Government",-1,"Number","Annual Average Employment",452.08
"Burlington","0900310100",2018,"","Total Government",-1,"US Dollars","Annual Average Wage",54262.43
"Burlington","0900310100",2018,"","Total Government",-1,"Number","Number of Employers",11
"Burlington","0900310100",2018,"","Local/Municipal Government",1,"Number","Annual Average Employment",429.33
"Burlington","0900310100",2018,"","Local/Municipal Government",1,"US Dollars","Annual Average Wage",54389.3
"Burlington","0900310100",2018,"","Local/Municipal Government",1,"Number","Number of Employers",10
"Burlington","0900310100",2018,"72","Accommodation and Food Services",2,"Number","Annual Average Employment",91.67
"Burlington","0900310100",2018,"72","Accommodation and Food Services",2,"US Dollars","Annual Average Wage",18465.79
"Burlington","0900310100",2018,"72","Accommodation and Food Services",2,"Number","Number of Employers",9
"Burlington","0900310100",2018,"62","Health Care and Social Assistance",3,"Number","Annual Average Employment",68.17
"Burlington","0900310100",2018,"62","Health Care and Social Assistance",3,"US Dollars","Annual Average Wage",29847.14
"Burlington","0900310100",2018,"62","Health Care and Social Assistance",3,"Number","Number of Employers",9
"Canaan","0900510940",2014,"23","Construction",-1,"Number","Annual Average Employment",31.92
"Canaan","0900510940",2014,"23","Construction",-1,"US Dollars","Annual Average Wage",38753.17
"Canaan","0900510940",2014,"23","Construction",-1,"Number","Number of Employers",14
"Canaan","0900510940",2014,"31-33","Manufacturing",-1,"Number","Annual Average Employment",-9999
"Canaan","0900510940",2014,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",-9999
"Canaan","0900510940",2014,"31-33","Manufacturing",-1,"Number","Number of Employers",-9999
"Canaan","0900510940",2014,"44-45","Retail Trade",-1,"Number","Annual Average Employment",170.58
"Canaan","0900510940",2014,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",37868.08
"Canaan","0900510940",2014,"44-45","Retail Trade",-1,"Number","Number of Employers",13
"Canaan","0900510940",2014,"","Total - All Industries",-1,"Number","Annual Average Employment",903.67
"Canaan","0900510940",2014,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",40369.1
"Canaan","0900510940",2014,"","Total - All Industries",-1,"Number","Number of Employers",117
"Canaan","0900510940",2014,"","Total Government",-1,"Number","Annual Average Employment",238.42
"Canaan","0900510940",2014,"","Total Government",-1,"US Dollars","Annual Average Wage",46579.31
"Canaan","0900510940",2014,"","Total Government",-1,"Number","Number of Employers",6
"Canaan","0900510940",2014,"","Local/Municipal Government",1,"Number","Annual Average Employment",228.67
"Canaan","0900510940",2014,"","Local/Municipal Government",1,"US Dollars","Annual Average Wage",46229.97
"Canaan","0900510940",2014,"","Local/Municipal Government",1,"Number","Number of Employers",4
"Canaan","0900510940",2014,"72","Accommodation and Food Services",2,"Number","Annual Average Employment",124.42
"Canaan","0900510940",2014,"72","Accommodation and Food Services",2,"US Dollars","Annual Average Wage",19187.07
"Canaan","0900510940",2014,"72","Accommodation and Food Services",2,"Number","Number of Employers",8
"Canaan","0900510940",2014,"56","Administrative and Waste Services",3,"Number","Annual Average Employment",52
"Canaan","0900510940",2014,"56","Administrative and Waste Services",3,"US Dollars","Annual Average Wage",34356.12
"Canaan","0900510940",2014,"56","Administrative and Waste Services",3,"Number","Number of Employers",13
"Canaan","0900510940",2015,"23","Construction",-1,"Number","Annual Average Employment",39.42
"Canaan","0900510940",2015,"23","Construction",-1,"US Dollars","Annual Average Wage",38775.5
"Canaan","0900510940",2015,"23","Construction",-1,"Number","Number of Employers",14
"Canaan","0900510940",2015,"31-33","Manufacturing",-1,"Number","Annual Average Employment",-9999
"Canaan","0900510940",2015,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",-9999
"Canaan","0900510940",2015,"31-33","Manufacturing",-1,"Number","Number of Employers",-9999
"Canaan","0900510940",2015,"44-45","Retail Trade",-1,"Number","Annual Average Employment",175
"Canaan","0900510940",2015,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",41242.69
"Canaan","0900510940",2015,"44-45","Retail Trade",-1,"Number","Number of Employers",11
"Canaan","0900510940",2015,"","Total - All Industries",-1,"Number","Annual Average Employment",930.67
"Canaan","0900510940",2015,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",42917.3
"Canaan","0900510940",2015,"","Total - All Industries",-1,"Number","Number of Employers",117
"Canaan","0900510940",2015,"","Total Government",-1,"Number","Annual Average Employment",239.5
"Canaan","0900510940",2015,"","Total Government",-1,"US Dollars","Annual Average Wage",52094.48
"Canaan","0900510940",2015,"","Total Government",-1,"Number","Number of Employers",6
"Canaan","0900510940",2015,"","Local/Municipal Government",1,"Number","Annual Average Employment",227.92
"Canaan","0900510940",2015,"","Local/Municipal Government",1,"US Dollars","Annual Average Wage",52152.33
"Canaan","0900510940",2015,"","Local/Municipal Government",1,"Number","Number of Employers",4
"Canaan","0900510940",2015,"72","Accommodation and Food Services",2,"Number","Annual Average Employment",114.58
"Canaan","0900510940",2015,"72","Accommodation and Food Services",2,"US Dollars","Annual Average Wage",21760.8
"Canaan","0900510940",2015,"72","Accommodation and Food Services",2,"Number","Number of Employers",8
"Canaan","0900510940",2015,"56","Administrative and Waste Services",3,"Number","Annual Average Employment",58.67
"Canaan","0900510940",2015,"56","Administrative and Waste Services",3,"US Dollars","Annual Average Wage",30906.1
"Canaan","0900510940",2015,"56","Administrative and Waste Services",3,"Number","Number of Employers",16
"Canaan","0900510940",2016,"23","Construction",-1,"Number","Annual Average Employment",47.83
"Canaan","0900510940",2016,"23","Construction",-1,"US Dollars","Annual Average Wage",37060.43
"Canaan","0900510940",2016,"23","Construction",-1,"Number","Number of Employers",19
"Canaan","0900510940",2016,"31-33","Manufacturing",-1,"Number","Annual Average Employment",127.83
"Canaan","0900510940",2016,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",78673.15
"Canaan","0900510940",2016,"31-33","Manufacturing",-1,"Number","Number of Employers",7
"Canaan","0900510940",2016,"44-45","Retail Trade",-1,"Number","Annual Average Employment",171.67
"Canaan","0900510940",2016,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",42416.59
"Canaan","0900510940",2016,"44-45","Retail Trade",-1,"Number","Number of Employers",10
"Canaan","0900510940",2016,"","Total - All Industries",-1,"Number","Annual Average Employment",983.33
"Canaan","0900510940",2016,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",46709.63
"Canaan","0900510940",2016,"","Total - All Industries",-1,"Number","Number of Employers",121
"Canaan","0900510940",2016,"","Total Government",-1,"Number","Annual Average Employment",243
"Canaan","0900510940",2016,"","Total Government",-1,"US Dollars","Annual Average Wage",57671.62
"Canaan","0900510940",2016,"","Total Government",-1,"Number","Number of Employers",6
"Canaan","0900510940",2016,"","Local/Municipal Government",1,"Number","Annual Average Employment",231.17
"Canaan","0900510940",2016,"","Local/Municipal Government",1,"US Dollars","Annual Average Wage",58209.72
"Canaan","0900510940",2016,"","Local/Municipal Government",1,"Number","Number of Employers",4
"Canaan","0900510940",2016,"72","Accommodation and Food Services",2,"Number","Annual Average Employment",109.75
"Canaan","0900510940",2016,"72","Accommodation and Food Services",2,"US Dollars","Annual Average Wage",23551.55
"Canaan","0900510940",2016,"72","Accommodation and Food Services",2,"Number","Number of Employers",9
